gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
male,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,26.1,1851.45,no
female,0,no,no,15,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,credit_card_(automatic),25.4,399.6,yes
female,1,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,45.0,127.1,yes
male,0,yes,yes,36,no,no_phone_service,dsl,yes,no,yes,yes,yes,yes,one_year,no,credit_card_(automatic),60.7,2234.55,no
female,0,no,no,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.0,211.95,no
female,0,yes,no,21,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,103.9,2254.2,yes
male,0,yes,yes,31,no,no_phone_service,dsl,yes,no,no,yes,no,no,month-to-month,no,bank_transfer_(automatic),35.4,1077.5,yes
male,0,no,no,21,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.5,402.85,no
male,1,no,no,6,yes,no,fiber_optic,yes,no,no,no,yes,no,month-to-month,yes,bank_transfer_(automatic),85.15,503.6,yes
female,0,yes,no,33,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.05,669.45,no
female,0,yes,no,64,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),85.0,5484.4,no
male,0,no,no,32,yes,no,dsl,no,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),64.85,2010.95,no
female,0,no,no,64,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,credit_card_(automatic),100.05,6254.2,yes
male,0,no,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),19.9,1355.1,no
female,0,yes,no,13,yes,no,dsl,no,no,no,no,no,no,one_year,no,electronic_check,43.8,592.65,no
female,0,yes,yes,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.9,533.5,no
female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.9,19.9,yes
female,0,no,no,13,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,70.15,886.7,no
male,0,yes,yes,24,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic_check,54.75,1338.15,yes
female,0,no,yes,18,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),25.3,454.65,no
female,0,no,no,69,yes,yes,dsl,yes,yes,no,yes,no,no,two_year,yes,mailed_check,66.9,4577.9,no
female,0,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.25,890.35,no
female,0,no,no,47,yes,no,dsl,no,no,yes,yes,yes,yes,two_year,no,mailed_check,74.45,3510.3,no
male,1,no,no,35,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.05,3395.8,yes
female,0,yes,no,71,no,no_phone_service,dsl,yes,yes,yes,yes,yes,yes,one_year,no,bank_transfer_(automatic),66.8,4689.15,no
male,0,yes,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.55,68.8,no
female,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),25.25,1841.2,no
female,0,no,no,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),19.75,989.05,no
male,0,no,no,24,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.1,2322.85,no
male,0,no,no,67,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,19.45,1195.95,no
female,0,yes,yes,55,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.0,1087.25,no
female,0,yes,yes,53,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),19.85,1039.45,no
male,0,yes,yes,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),20.05,505.9,no
male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),46.6,87.9,no
male,0,yes,yes,17,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,25.15,412.6,no
male,0,no,no,7,no,no_phone_service,dsl,no,no,no,no,no,no,one_year,yes,credit_card_(automatic),24.35,150.85,no
female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),85.3,6129.2,no
female,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic_check,52.2,52.2,yes
female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),117.6,8308.9,no
female,0,yes,yes,14,yes,no,fiber_optic,no,yes,no,yes,no,yes,month-to-month,yes,credit_card_(automatic),89.65,1208.35,yes
male,0,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.0,348.8,no
female,0,yes,no,40,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),56.6,2379.1,no
female,0,yes,yes,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),114.2,7723.9,yes
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.6,20.6,yes
female,1,yes,yes,71,yes,yes,dsl,yes,yes,no,no,yes,no,one_year,no,electronic_check,69.2,4982.5,no
female,0,yes,yes,46,yes,no,fiber_optic,no,no,yes,yes,no,yes,one_year,no,bank_transfer_(automatic),90.95,4236.6,no
female,1,yes,yes,34,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,mailed_check,79.6,2718.3,yes
female,0,yes,yes,72,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),110.45,8058.85,no
female,0,yes,no,5,yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,no,bank_transfer_(automatic),67.95,350.3,yes
female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),49.95,49.95,yes
male,0,no,no,48,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),106.1,5082.8,yes
male,0,no,no,43,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,electronic_check,100.0,4211.55,yes
male,0,yes,yes,72,yes,no,dsl,yes,yes,no,yes,yes,no,two_year,no,bank_transfer_(automatic),68.4,4855.35,no
female,0,yes,yes,65,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),91.55,5963.95,no
male,0,no,no,29,yes,yes,dsl,no,yes,yes,no,no,yes,one_year,no,credit_card_(automatic),70.9,1964.6,no
female,0,yes,yes,61,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.75,1311.6,no
male,0,yes,yes,13,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed_check,49.95,587.45,no
female,1,no,no,46,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,110.0,4874.8,yes
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.3,28.3,yes
male,0,yes,yes,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.6,926.0,no
female,0,yes,no,70,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,109.5,7674.55,yes
male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed_check,49.2,447.9,no
male,0,yes,no,68,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic_check,107.7,7320.9,no
male,0,no,no,59,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.0,1510.5,no
male,0,no,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.35,178.7,no
female,0,no,no,12,yes,no,fiber_optic,yes,no,no,no,yes,no,one_year,yes,credit_card_(automatic),85.15,979.05,no
male,1,no,no,33,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),24.9,847.8,no
male,1,no,no,13,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,106.9,1364.3,yes
female,0,no,no,16,yes,no,fiber_optic,no,yes,yes,no,no,yes,month-to-month,yes,credit_card_(automatic),93.2,1573.7,yes
male,1,yes,no,52,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic_check,104.2,5568.35,yes
female,1,no,no,7,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,64.95,493.65,no
male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.7,117.8,no
female,1,yes,no,4,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,83.25,308.05,no
male,0,yes,no,29,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),80.15,2265.25,yes
male,0,no,no,54,yes,no,fiber_optic,yes,no,yes,yes,no,no,one_year,no,electronic_check,84.4,4484.05,no
female,0,no,no,17,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.15,353.65,no
female,0,yes,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,68.95,68.95,yes
female,0,yes,yes,51,yes,no,dsl,yes,yes,no,yes,no,yes,one_year,yes,credit_card_(automatic),69.75,3562.5,no
male,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,electronic_check,19.65,31.2,no
female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,electronic_check,70.1,70.1,no
female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,credit_card_(automatic),49.05,91.1,yes
female,0,yes,no,65,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,credit_card_(automatic),108.05,7118.9,no
male,0,yes,no,60,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.95,1258.15,no
female,0,yes,no,64,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),105.4,6794.75,no
female,1,yes,no,44,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic_check,104.15,4495.65,no
male,0,yes,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.75,483.15,no
female,0,no,no,50,yes,yes,dsl,no,yes,no,yes,yes,yes,two_year,yes,mailed_check,79.6,4024.2,no
female,0,yes,yes,52,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.6,1012.4,no
female,0,no,no,61,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),88.65,5321.25,no
male,1,no,no,55,no,no_phone_service,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic_check,44.85,2479.05,no
male,0,no,no,18,no,no_phone_service,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit_card_(automatic),33.5,600.0,yes
female,0,no,no,28,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.3,1546.3,no
female,0,yes,yes,13,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic_check,55.95,734.35,yes
female,0,yes,yes,67,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.9,1680.25,no
male,0,no,no,13,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),25.15,331.85,no
male,0,yes,yes,40,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),110.1,4469.1,no
female,1,no,no,64,no,no_phone_service,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic_check,43.85,2751.0,no
male,0,yes,yes,2,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),89.55,185.55,yes
male,0,no,no,11,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,no,electronic_check,84.8,888.75,no
male,0,yes,no,22,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic_check,104.6,2180.55,no
male,0,no,no,66,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),25.45,1699.15,no
female,0,yes,yes,69,yes,yes,dsl,yes,no,no,yes,no,no,two_year,no,credit_card_(automatic),61.4,4059.85,no
male,0,yes,yes,65,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),19.85,1267.05,no
male,0,no,yes,49,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,yes,bank_transfer_(automatic),100.6,5069.65,yes
male,0,no,no,43,yes,yes,fiber_optic,no,no,no,no,yes,yes,one_year,no,mailed_check,94.35,3921.3,no
female,0,yes,no,26,yes,no,dsl,no,yes,yes,no,yes,yes,two_year,yes,credit_card_(automatic),73.5,1905.7,no
female,0,no,no,25,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.8,475.2,no
male,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.85,64.55,yes
female,1,no,no,52,yes,yes,dsl,yes,no,yes,no,no,no,two_year,no,bank_transfer_(automatic),59.85,3103.25,no
male,0,yes,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.1,533.9,no
male,1,no,no,35,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,95.45,3474.05,yes
male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.9,69.9,yes
female,0,yes,no,45,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.5,1121.05,no
female,0,yes,no,47,yes,no,dsl,yes,no,yes,no,yes,no,one_year,yes,credit_card_(automatic),66.05,3021.45,no
male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.25,20.25,yes
female,0,no,no,4,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,75.65,302.35,no
female,0,yes,yes,61,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.1,1551.6,no
female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,no,electronic_check,64.8,1166.7,no
female,0,no,no,9,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,94.4,857.25,yes
male,0,yes,no,53,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,60.45,3184.25,yes
female,0,no,no,1,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,74.9,74.9,yes
female,1,no,no,60,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),101.4,6176.6,no
male,0,yes,no,3,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,70.3,208.85,yes
female,0,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,one_year,yes,credit_card_(automatic),107.0,6152.3,no
female,0,yes,yes,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.5,1500.95,no
female,0,no,no,11,yes,no,fiber_optic,yes,no,no,no,no,no,month-to-month,no,electronic_check,76.4,838.7,no
male,1,no,no,5,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,mailed_check,71.45,371.6,no
female,0,no,no,10,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,51.2,498.25,no
male,0,yes,no,36,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.0,666.75,no
male,0,yes,no,62,yes,no,dsl,no,yes,yes,yes,no,no,two_year,yes,credit_card_(automatic),60.15,3753.2,no
female,1,yes,no,42,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),105.2,4599.15,no
male,0,yes,yes,35,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,19.9,666.0,no
female,0,no,no,21,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,mailed_check,104.55,2239.4,no
female,1,no,no,32,yes,no,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,74.4,2276.95,yes
female,0,yes,no,71,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,electronic_check,109.25,7707.7,no
female,0,yes,no,69,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),24.95,1718.35,no
male,0,no,no,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.35,324.8,no
female,1,yes,yes,65,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),103.9,6767.1,no
male,1,no,no,64,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),103.5,6548.65,no
male,0,no,no,61,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,no,electronic_check,104.0,6363.45,no
male,0,no,yes,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,90.85,90.85,yes
female,0,no,no,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),81.65,3618.7,no
female,0,yes,no,37,yes,yes,dsl,yes,no,yes,yes,no,no,one_year,no,credit_card_(automatic),68.1,2479.25,no
male,0,no,no,3,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,bank_transfer_(automatic),101.55,298.35,yes
